index,comment,선호도,비속어,성,정치,국가,인종,지역,세대,사회계층,외모,기타혐오
9663,걍 처음부터 여자를 뽑지 말지 굳이 여자 뽑아서 저딴걸 신경쓰고 있네 ㅋㅋ,2,,,,,,,,,,
9664,누고,2,,,,,,,,,,
9665,이게 그 PTSD인가 그거냐?,2,,,,,,,,,,
9666,알바새끼 뭐하냐,1,1,,,,,,,,,1
9667,저거 포르노잖아 시발년아,1,1,,,,,,,,,1
9668,집에 tv가 있는집이면 성장하면서 모를수가없는데 쇼트트랙을 어케모름;; 관심이 있고 없고의 문제가 아닌데,2,,,,,,,,,,
9669,야갤 주갤 통구이새끼들 전라도라고 비추 누르는거?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,,,,,1,,,,
9670,군대가 그럼 그렇지 쉽게 바뀌겠냐,2,,,,,,,,,,
9671,저런 아줌마들 손흥민이 제일 싫어할듯 ㅋㅋㅋ,2,,,,,,,,,,
9672,꿀 빨러. 지들 나라에선 이교도 개처럼 대하면서 이교도 나라 가서 종교의 자유를 외치는 것들.,1,,,,,,,,,,1
9673,ㄹㅇ 고블인이노,2,,,,,,,,,,
9674,"채권가격 똥값됨. 내린 가격대신 이자(금리)라도 줘야 팔리니 금리 올라감. 2년만기 채권 금리 상승= 채권이 폭락할거기 때문에 아무도 채권안삼. 어차피 무너질 각 보이면 시장에 월스트리트 투자은행, 기관들이 전부 1년내 대폭락을 예상하니 다 갖다 판다는 소리임. 팔기만 하는게 아니고 선물 공매도까지 풀베팅걸어버렸다는 소리임.",2,,,,,,,,,,
9675,여초 커뮤에 비하면 착한맛이네,2,,,,,,,,,,
9676,저걸 도대체 왜 당하냐 ㅋㅋㅋ 존나 멍청하네 진짜,1,1,,,,,,,,,1
9677,존나 오랜만이노 ㅋㅋㅋ 이거 재밌었는데,3,1,,,,,,,,,
9678,졷같은 다문화 우리도 짱개 목아지 썰어 죽여야함,0,1,,,,1,,,,,
9679,영국파운드랑 미국파운드랑 단위는 똑같은데 실제 양이 다르다그리거 영국은 진작에 미터법으로 바꿨고,2,,,,,,,,,,
9680,드론은 러시아군이 더 압도적 아닌가? 전세계에서 드론이 가장 발전된 나라가 중국임. 러시아는 중국지원을 받으니까 드론 좆되겠는데?,2,1,,,,,,,,,
9681,정품안쓰고 불다하거나 불법프로그램 쓰거나 커스터마이징한다고 충돌나는 모드 아무거나 쳐 받앗거나 하니까 저러지 ㅉㅉ,2,,,,,,,,,,
9682,게이야 54년이면 휴전상태다,2,,,,,,,,,,
9683,관중석에 아시아인 비중이 너무 높은데,2,,,,,,,,,,
9684,근데 얼마나 병신이면 육본이야기 하는데 혼자 나 공본인데 이런적 없는데 ??? ㅇㅈㄹ함 ? 거기다 개 짬찌 군번이면서 지 그린캠프 ace인거 티내는거임 ???,1,1,,,,,,,,,1
9685,드마라보다 애니보는게 정상아닌가? 드라마 죄다 싸이코같은거밖에 없던데?,2,,,,,,,,,,
9686,대구는 상하수도가 존나 잘되어있어서 수몰된적이 전국에서 제일 적을걸주변이 온통 산이라서 그런지 이상하게 잘 되어있음,2,1,,,,,,,,,
9687,자연으로 가셨구마잉,2,,,,,,,,,,
9688,ㅆㅇㅈ 본인이 여자로써 매력적이지 않게 하면서 저러는거보면 좀,2,,,,,,,,,,
9689,애초에 지가 일찍 전화받고 빼줬으면 됐고 그게 아니면 나왔을때 개소리말고 나갔으면 됐는데,2,,,,,,,,,,
9690,개 단단해보이노,2,,,,,,,,,,
9691,창씨개명 어쩌고 전부터 자국민 노예화 강간 살인은 더 심했는데? ㅋㅋㅋ,2,,,,,,,,,,
9692,또 진실을 인양하라하며 여기저기 시민단체 새끼들 숫가락 들고 걸뱅이처럼 쳐몰려들고 저기에 위령비 안생기고 광화문에 뭐 세우라고 지랄나게 생겼네,1,1,,1,,,,,,,
9693,4번은 그냥 오류니까 빼라,2,,,,,,,,,,
9694,신근육맨으로 근육 스구르 이야기 계속 연재중임 저 아들놈이 아니라,2,,,,,,,,,,
9695,저 당시 여돌은 행사랑 광고로 돈 벌던시기라 음원 좆박으면 그대로 끝났음. 지금이야 여돌도 씹덕 장사로 돌아서서 장수하지만,2,1,,,,,,,,,
9696,자전거도 횡단보도 파란불일때 같이 건너면 안될걸?,2,,,,,,,,,,
9697,대체 뭘 보고 하지말아야겠다는걸 느끼라는거임?,2,,,,,,,,,,
9698,앰흑 새끼들 지들이 니가라고하는건 괜찮은거 이용해서 치는 드립들 이젠 존나 식상함. 그만 좀 울궈먹었으면.,1,1,,,,1,,,,,
9699,막짤 ㄹㅇ 개고급유머네 ㅋㅋㅋ,3,,,,,,,,,,
9700,진지빨자면 진즉에 노트밑장빼기당했을때부터이름 적어졌을듯,2,,,,,,,,,,
9701,뭐가 안 맞는다? 4천만원 벌었는데 왜 1억이 늘어났냐? 이거 바이럴.. 시발년들이 도랐나,1,1,,,,,,,,,1
9702,4월에 5600일때 그만둘걸,2,,,,,,,,,,
9703,쉽게 이해시켜주자면웹소설 생각하면 된다 우리야 미국에서 이야기 웬만큼 쌓이거니 완결나면 인터넷으로 전해 듣는거지만현지에서는 윗댓 말마냥 '이슈' 단위로 주구장창 나옴떡 제본도 아닌 얇은 책으로 쏟아져 나오는게 미국코믹스임당연히 템포 빠르고 자극적인거도 많음그중에 기승전결 잘잡고 깊이도 챙기면서 한 이슈이슈마다 재미도 잡으면그게 그래픽노블마냥 두툼하게 단행본으로 나오고 영상화도 되고,2,,,,,,,,,,
9704,한녀랑 결혼한 퐁퐁 그리고 금쪽이(와꾸심각)이렇게 콘돔 광고하면 구글도 이길거 같은데,1,1,1,,,,,,,1,
9705,솔직히 모든 한국여자가 이럼,2,,,,,,,,,,
9706,오 ㄷㄷ,2,,,,,,,,,,
9707,시간문제,2,,,,,,,,,,
9708,손흥민 페이커보다 돈도 많이받고 인지도도 위일껄,2,,,,,,,,,,
9709,왜 디씨에다 말하는거야 씨팔련아 가보지도 못하는 축제에 욕쳐먹는건 찐따들이노,1,1,,,,,,,,,1
9710,좆같으면 직접 오징어 사다가 해먹어. 명동에서 편하게 먹고 싶으면서 가격은 후려처서 쳐먹고 싶냐? 가격 비싸다고 지랄하는 좆그지 새끼들밖에 없네,1,1,,,,,,,,,1
9711,그렇네 씨를 말렸어야 했는데 순간의 동정심이 나라를 망치는 원인이 되는구만,2,,,,,,,,,,
9712,이거 락스물 마시고 자살하려는 글에 달아준 답변이 레전드인데,2,,,,,,,,,,
9713,40번짤은 딴데서 본적있는데 한국놈이었노,2,,,,,,,,,,
9714,아 뭐긴뭐야 소고기 먹으면 뇌송송 구멍탁 선동이랑 다름없는 개돼지 시민의식의 한부분 아니겠냐고 ㅋ 요즘 시대에도 선동당하는거 좀 웃기긴해,1,1,,1,1,,,,,,
9715,격추시킬 전투기 연료나 있냐,2,,,,,,,,,,
9716,미친년들ㅋㅋㅋ,-1,1,,,,,,,,,
9717,자동화설비 설비 오프 -> 락아웃 존나 필수임좆소 대겹 가릴거 없이 생산은 못배워먹은 또라이 새끼들이 많아서 사람있는거 확인 안하고 걍 런돌리거든,1,1,,,,,,,1,,
9718,근데 영국 같은경우 소음공해문제로 거주지에서 일정한 거리 떨어져 짓도록 법 있지 않음? 한국은 그런거 없나?,2,,,,,,,,,,
9719,한녀 작품이지,1,1,1,,,,,,,,
9720,니가 아싸면 상사로 유재석이좋고 박명수는 최악임 인싸면 그반대,2,,,,,,,,,,
9721,신안퍼플시티 ㅇㄷ,2,,,,,,,,,,
9722,장기적으로 수신료자체를 없애야지 ㅅㅂ ㅋㅋ,2,1,,,,,,,,,
9723,화물차에 짐 가득싣고 하루 300km만 뛰어도 존나 힘들다영화는 니미 씨발,2,1,,,,,,,,,
9724,소변기가 안되는건 위가 막혀있어서 그런데 세면대는 위가 뚫려있음,2,,,,,,,,,,
9725,연예인들끼리 자기들끼리 속달속달하는 게 뭐가 좋아서 동감하고 호응하냐. 이런 걸로 저들은 인지도 쌓고 광고 찍고 하는 것인데. 즉 별보일 없는 썰로 먹고 사는 사람들인데 이 내용도 알고보면 별 거 없는거구만.,2,,,,,,,,,,
9726,이무도 책임 안 지는 시대 ㅋㅋ,2,,,,,,,,,,
9727,여장 <<-- 남자만이 가능하기에 상남자스러운 행동,2,,,,,,,,,,
9728,"""조선족=경상도""",1,,,,,1,1,,,,
9729,딱 동녀 부녀회에서 주워들은 거 옮겨 전하는 수준임,1,,,,,,,,,,1
9730,족발라면 도시락비빔밥 ㅅㅂ,2,1,,,,,,,,,
9731,설명 ㄱㅅㄱㅅ,3,,,,,,,,,,
9732,여성 한복이 워낙 구려서 다 예뻐 보임 우린 남자 두루마기는 포풍간지인데 왜 여자옷은 그모냥이었는지,2,,,,,,,,,,
9733,오호라,2,,,,,,,,,,
9734,"애초에 24명 모두가 하하호호 지내는 게 말이 되냐? ㅋㅋㅋㅋ 실제로 나랑 안 맞는 놈은 어딜 가나 있는 건데, 당장 저 글 쓴 당사자도 인생 살면서 모두랑 친근하게 지냈냐고 하면 아니라고 할 거면서",2,,,,,,,,,,
9735,주호민 방송보면 기본적으로 똑똑한 사람인것같긴함,3,,,,,,,,,,
9736,똥칰 아녔음 120승 넘게했을듯,2,,,,,,,,,,
9737,민사걸면 돌려받는데,2,,,,,,,,,,
9738,썸네일? 이새끼 첩자노 ㅋㅋ,2,1,,,,,,,,,
9739,블핑에서 리사가 젤 인기 많은데 뭔솔ㅋㅋ,2,,,,,,,,,,
9740,오르비스에 존나많은데,2,1,,,,,,,,,
9741,뭔 창원 지방 싸구려 아파트들도 깝치노?ㅋ,1,,,,,,,,1,,
9742,멕시카나 바이럴,2,,,,,,,,,,
9743,여자아이돌은 뼈수준으로 되어야 살찌지 않았다임.,2,,,,,,,,,,
9744,이젠 성별에 아예 미쳐버려서 '여성성'에 집착한 나머지 돌연변이 유전자조차 긍정해버리는건가 어질어질하구만,2,,,,,,,,,,
9745,이상하다 한국에서는 월클 전세계 글로벌 어쩌고 ㅈㄴ 찬양했는데......?,2,1,,,,,,,,,
9746,원격까지 했는데도 핵이라고 우기는거 진짜 존나 추하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,,,,,,,,,1
9747,이마트에서 2장 만원에 팔아도 안살듯,1,,,,,,,,,,1
9748,시멘트 물타는건 불가능함..레미콘사에서 다 사전배합되서 오고..단 기온이 너무 높거나 낮고 혹은 비올때는 품질측에서 현장에서 양생 잘 조절해야 되는데 그거 못하면 균열발생. 그리고 철근 빼먹는거..그거 빼먹으려면 인건비 더 듬. 철근 공장가공해서 들여와서 감리가 타설전에 체크만 잘해도 빼먹지 못함. 결국은 외국인 비숙련공+감리의 방임이 문제인데.감리를 건설사측에서 고용하니 감리도 제대로 정확하게 업무할수 없음. 건설사 눈치봄. 그리고 설계사에서 감리하는 경우 많음. 따라서 1. 외국인 노동자를 숙련공 업무에서 배제하고 2. 감리를 건설사가 고용하는 형태가 아닌 다른 주체에서 고용하여 감리의 독립성 보장. 특히 아파트 설계사가 아닌 제3의 업체가 맡아야 할것. 3. 건설현장의 업무환경을 업그레이드해야..,2,,,,,,,,,,
9749,왜 의외인지 모르겠네. 사람 사는 곳이면 나이 상관없이 당연히 일어남. 나이 처먹는다고 성숙해지는게 아님,2,,,,,,,,,,
9750,근데 왜 지들만 민주주의인척 해?,2,,,,,,,,,,
9751,페미충은 좀...,1,1,1,,,,,,,,
9752,미친 창녀 한년들,0,1,1,,,,,,,,
9753,늬들이 그토록 믿던 간년들이 파업하니까 어버버버 하면서 결국 의사욕하지 개돼지 새끼들. 아직 실감이 안날꺼야 이런게 뭔일인지. 한 30년 지나서 병들어 뒈질때쯤 되면 뭐가 뭔지 조금은 알려나? 개돼지들이?,1,1,1,,,,,,,,1
9754,일부러 나이든 여자 (특히 30~40대 노녀) 들 희망가지라고 만든 PC영화인데 뭘 젊을 애를 데려오라고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,,1,,,,,,,,
9755,홈캠도 필수노,2,,,,,,,,,,
9756,그래서 뭐 어쩌라고 ㅋㅋ 저게 어딜봐서 연인 대환데 ㅋㅋㅋ,2,,,,,,,,,,
9757,모자이크 개쳐박으면서 신원미상 이 지랄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인권단체 ㄹㅇ 범죄조직한테스폰받는거임 압수수색 해야됨 ㅋㅋㅋㅋ,1,1,,,,,,,,,1
9758,막짤 = 머리긴 한남티콘,2,1,,,,,,,,,
9759,쟤는 이제 누구 등골 빨아먹고 삶?,1,,,,,,,,,,1
9760,남자 명의여도 재산분할 판결날 때까지 못 쫓아내 ㅂㅅ아 ㅋㅋㅋ,1,1,,,,,,,,,1
9761,근대화 진행됐어도 무기 수준 개판 군사 교리 개판 시절이라러시아 공산당과 손잡은 국민당에 다 눌림중일 전쟁-태평양 전쟁에서 이어지는 역사때문에 취미로 책 사서 봤는데중요하지 않고 흥미거리 위주임 삼국지 읽는 거랑 똑같다고 보면됨,2,1,,,,,,,,,
9762,백두산 맑은 정기 타고난 우리 짙푸른 남해바다 떠오르는 태양!,2,,,,,,,,,,
9763,저 씹새끼들 치어까지 다 긁어가드만,1,1,,,,,,,,,1
9764,원래 저새끼들 일부러 애꾸짓한다. Vip 없을 때 보안이나 경비가 덜하니까 일부러 저때 가는거임,2,1,,,,,,,,,
9765,사람 자체가 착하네...,3,,,,,,,,,,
9766,사카모토 료마 여친 아니노?,2,,,,,,,,,,
9767,"문학 작품 줄거리 그대로네 뭐, ㅋ",2,,,,,,,,,,
9768,제발 이 개새끼야 니가 한녀 짬처리할래? 뭔데 양남들까지 막는건데,1,1,1,,,,,,,,
9769,애미뒤진 콧구멍차 하나도 없는거 보니까 콧구멍충이 만든 순위네 1위부터 10위까지 콧구멍차로만 채워야 하는데 ㅇㅇ,2,1,,,,,,,,,
9770,성실한 사람은 머든지 해서 밥 먹고 살아감.   게으른 디씨러들이 문제 아니노,1,,,,,,,,,,1
9771,존나 분위기 있다...,3,1,,,,,,,,,
9772,보지판인데 뭔 남자판ㅋㅋㅋ,2,1,1,,,,,,,,
9773,어휴 씨발 아주 걍 다 떠먹여줘라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
9774,인간말종 한녀는 같은 시민이 아니다. 한녀는 주적이다,1,1,1,,,,,,,,
9775,하사는 뭐노 ㅋㅋㅋ,2,,,,,,,,,,
9776,역시 큰일은 여자가 한다 이기야!!!,2,1,,,,,,,,,
9777,네다음 좆밥동네,1,1,,,,,1,,,,
9778,저래봤자 아무도 안삼 ㅋㅋ,2,,,,,,,,,,
9779,짤하고 합쳐지니 똥같다..,2,,,,,,,,,,
9780,"한국계 픽사 감독이 자기 경험, 한국인 이민자들 녹여낸거구나 ㅋㅋㅋㅋ",2,,,,,,,,,,
9781,나쁜질 질이 퀄리티냐 뷰지냐,1,,,,,,,,,,1
9782,너무 무섭다...,2,,,,,,,,,,
9783,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 계집년들 있으면 좋긴 하겠네,2,1,,,,,,,,,
9784,쟤들 저기서만 저러지. 지금 엔저라서 일본여행 오지게 감 ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
9785,여캐들 이름이 80년대 무협물이냐스토리 작가 노인연금 받는거 아니냐,2,,,,,,,,,,
9786,음바페가 여축들어가면 한경기에 10골씩 넣을텐데,2,,,,,,,,,,
9787,아쉽게도 67키로라 타격 무,2,,,,,,,,,,
9788,더듬어범죄당+개저씨+개딸 : 아따~No Japan이랑께~ 과학이 머랑까??? 나 말만 믿으랑께~~,0,,,1,,,1,1,,,
9789,옛날에 택시기사들 새벽에 여자손님이랑 ㅅㅅ ㅈㄴ했다더라 ㅋㅋ술취해서 지들이 먼저 들이댄다함 ㅋㅋ 그때야 뭐 지금처럼 성범죄관련이 빡빡하지도않았고 그래서 진짜 많이했다던데,2,1,,,,,,,,,
9790,한국여자 뭐가좋다고 돈까지쓰면서 아양떨어야함? ㅋㅋ 외국여자만날때나 해야자 ㅋㅋ,2,,,,,,,,,,
9791,이게 왜 네다짱이냐,2,,,,,,,,,,
9792,실제로 국대경기에서 빅찬스 날린 공격수들 평생 트라우마 되는데 당연히 저 생각들지 병신들아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
9793,대식아 너는 얼마나 행복한지 모르니?,2,,,,,,,,,,
9794,가능,2,,,,,,,,,,
9795,그냥 길냥이랑 들개 점 유해조수로 지정하면 안됨?,2,,,,,,,,,,
9796,밀렵꾼이 600족 들고 다니노 ㅋㅋㅋ,2,,,,,,,,,,
9797,이해안되는 사람을 위한설명 - 자존심 운운하는 이유는  지금 로아하는 사람들은  일련의 사건때문에 메이플에서 도망쳐온 사람들이기 때문이다,2,,,,,,,,,,
9798,남녀 바뀌면? 바로 사형청원 올라오고 여초에서 보랄발광 염병떨고 좆팔육새끼들이 보지 빨아줌 ㅅㄱ,1,1,1,,,,,,,,
9799,일단 한녀는 니들이 치워라..   나는 일녀 독녀 벳녀  세계시장으로 진출할테니..   요즘 한남 이미지가 좋아서  러샤 이런곳에서도 사윗감으로 인기더라.    무엇보다 좋은건..   결혼할려고 하는 젊은년들이 많아.    한녀는 알파남하고 신나게 놀다가 30 되면  퐁퐁이 해줄 남자 찾는거랑 완전히 다르지.,1,1,1,,,1,,,,,
9800,바르게 닳는 모양 그림자료가 병신인데 이거 만든새끼 뭐냐 ㅋ?,1,1,,,,,,,,,1
9801,배너 광고 한다고 까는놈들은 보고 까는거임? 자영업자 도와주는 업체나 도움받은 자영업자 잘되라고 무료광고 때려주는건데 그걸 욕하노 ㅋㅋㅋ,2,1,,,,,,,,,
9802,부자랑 격차가 해소되는게 아니라 다른 나라와 격차가 생기겠지 ㅋㅋㅋ,2,,,,,,,,,,
9803,스탈린의 고향...,2,,,,,,,,,,
9804,삼전특 40대에 치킨집개업함,2,,,,,,,,,,
9805,와 16번 17번 저런건 어캐찍는거야??밤에 찍어보니까 조명이 너무 밝게 찍혀서 다 망치던데,2,,,,,,,,,,
9806,인도여자 많노,2,,,,,,,,,,
9807,두개골무장드립 걍 비꼰거아님 ? 설마 진지하게 이걸로 국뽕빠는새기가 있겠나,2,,,,,,,,,,
9808,그저 psg. 폼으로 ㅈㄱ달린 유사 인간들,2,,,,,,,,,,
9809,검찰수사 드가잨ㅋㅋㅋ,2,,,,,,,,,,
9810,한국에서도 버스에서 노인이 앰흑하고 시비붙어서 니가 먼저 그랬잖아! 이랬다가 개처맞은 사건도 있던데 이 씨발련들은 외국어라는 개념을 대가리에서 빼고 사나? ㅋㅋ,1,1,,,,,,,,,1
9811,대구일상 잘표현하노 ㅋㅋㅋㅋ,2,,,,,,,,,,
9812,할 말 없으니 징징거리노,2,,,,,,,,,,
9813,입주자 탓은 왜?,2,,,,,,,,,,
9814,어그로지? 진심이라면 너는 인간이 아니다,2,,,,,,,,,,
9815,한녀가 또,1,1,1,,,,,,,,
9816,여기 애새기들 원래 이렇게 부정적임? 부정적이면서 댓글까지 다는건 왜그러는거임? 보통 부정적이면 그냥 갈 길 가지 않냐?,2,,,,,,,,,,
9817,오늘도 열일하는 김여시누님,2,,,,,,,,,,
9818,들무현ㅋㅋ,2,,,,,,,,,,
9819,알라라크랑 아르타니스 만담 웃김 ㅋㅋ,2,,,,,,,,,,
9820,정보) '여자'의 주민번호 뒷자리는 4로 시작한다,1,,1,,,,,1,,,
9821,현실은 사회지능도 고학력일수록 높다,2,,,,,,,,,,
9822,<------------음바페의 민족 코리안 줄줄이 낚이는거 보소 저능아새끼들,1,1,,,,,,,,,1
9823,아 미필영포티..,2,,,,,,,,,,
9824,그냥 구글링하면 다 나옴,2,,,,,,,,,,
9825,그건 니 수준이 낮아서....,1,,,,,,,,,,1
9826,시진핑 저 병신새끼가 도대체 왜 저럴까?,1,1,,,1,,,,,,
9827,답정너는 일본이 더 심한데 일본에서 잠깐 동안 거주해 본 적조차 없는듯 장애 새끼들 ㅋㅋㅋ,1,1,,,,,,,,,1
9828,"우리나라도 이재명 찍어서ㅇ일하지 않아도 월 400받는 세상이 오도록 만들어야 합니다부자들의 돈을 뺏어서 서민들에게 월 400 나눠주는 것 전혀 문제되지 않습니다월 200도 못버는 서민들이 많은데 그저 부모 잘 타고 태어나서 노동자들 착취하는 쓰레기 버러지들은월 1천만원 이상 벌고, 년에는 각종 보너스, 배당 등으로 수억에서 수십억도 받아가는 쓰레기 족속들입니다.그 돈이 다 어디서 나왔겠습니까?모름지기 노동자들이 정당히 받아야 할 돈을 부자들이 가로채 간 것입니다.더이상 이 나라의 정치인들, 기업인들에게 자정작용을 기대할 수 없습니다.평화적인 시위로는 아무 일도 일어나지 않습니다.삼천만 노동자들이 낫과 곡갱이를 들고 일어나 이 썩어빠진 나라를 뿌리부터 갈아엎어야 합니다.",1,,,1,,,,,1,,
9829,비플레인 녹두 저거 코어매니아층 있을 정도로 꾸준히 잘 팔리는 제품으로 아는데... 왜 갑자기 저런 선택을..? 나도 저거 뜨고 세타필 클렌저로 갈아탐;,2,,,,,,,,,,
9830,우덜식 민주화 유공자노,2,,,,,,,,,,
9831,이러니까 징병제도 안사라지고 예비군까지 끌려다니는거 지들끼리 싸우는데 처우개선을 왜해줘? ㅋㅋ,2,,,,,,,,,,
9832,12번 꼬마 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,,,,,,,,,,
9833,진드기한테 살인이라는 수식어까지 붙여가면서 길냥이 묻어버리려는 세력은 도대체 어디지............,2,,,,,,,,,,
9834,만화는 오버싸는거임 저기도 원스타는 경례 무조건 받음.. 물론 회의 때는 몰려다니니 총합 별20개 정도에 하는 경우가 많지,2,,,,,,,,,,
9835,미국 꿀 빨꺼면 인권 잘 신경쓰라고,2,,,,,,,,,,
9836,"경제학을 알아야 한다고 할 수는 없는데, 기본적으로 저사람들이 한 마디 던진거에 대해서해석하려면 관련학과 나온게 이해는 쉬울거임",2,,,,,,,,,,
9837,서로 많이 못먹으니까 우리 적당히 시키자 던가 남기면 아까우니 먹을만큼만 시키자라던지 좀 잘말해보지결국 낸 해결책이 니가 돈내 면 ㄹㅇ 개쪼잔도태한남,1,1,1,,,,,,,,
9838,신동은 근데 볼수록 호감이었음 ㅋㅋㅋㅋ,3,,,,,,,,,,
9839,개센징 민도 수준,1,,,,,1,,,,,
9840,똑같은 디자인으로 더 생산하면 된다 소비자가 요구하는만큼 그걸 안해서 만든 희소가치?,2,,,,,,,,,,
9841,할머니 다 됐네,2,,,,,,,,,,
9842,릅______________신,1,,,,,,,,,,1
9843,정장입고 나오라 하면 츄리닝입고 나가라 ㅋㅋㅋㅋ,2,,,,,,,,,,
9844,무관민,2,,,,,,,,,,
9845,자꾸 오토바이가 자전거 인 것 마냥 횡단보도 파란불 될 때 같이 건너는데 이게 맞냐? 존나 보면서 어이가 없던데,2,1,,,,,,,,,
9846,역시 롤대남들 댓글수준 ㅆㅅㅌㅊ,4,,,,,,,,,,
9847,하이야~,2,,,,,,,,,,
9848,저 정도면 이쁘고 귀엽지,3,,,,,,,,,,
9849,어리버리한 컨셉이라고 생각해서 귀엽게 봤는데 안타깝네,2,,,,,,,,,,
9850,추월당한지 오래(추월한 적 없음),2,,,,,,,,,,
9851,"븅신아 그러면 5위안에 왜 4명이 전형적인 미인인거냐 니말대로면 나머지4명도 ㅈ박았어야지그리고 미인대회인데 ""조선처럼 미에 집착을 안함""????? 미인대회 왜 열었노?",1,1,,,,,,,,,1
9852,2찍의 조상이 일본인데 놀랍지도 않다ㅋㅋ,1,,,1,,,,,,,
9853,뛰면 샤워 1루에 1번 꼭 해야하잖아그래서 싫어,2,,,,,,,,,,
9854,경찰을 결점이 없는 신으로 모시던 놈들이 경찰 까달라고 호다닥 가져온게 웃음벨이긴 하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,1,,,,,,,,,
9855,씨발 마릴린 먼로에 왠 씹퇴물 불고기 똥걸레 갈보그룹을 쳐 묻히냐,1,1,1,,,,,,,,
9856,까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은 과학입니다. 까보전은,1,,,,,,1,,,,
9857,낙태당해 변기에 버려졌어야 할 화교새끼야 너네 짱개들이야말로 열등한 민족이지,0,1,,,,2,,,,,
9858,"대한민국 실비사기 근절 위해 심평원아 도와줘!!!!!성범죄, 대리수술 방지 위해 cctv야 내 무죄를 증명해줘!!!!!",2,,,,,,,,,,
9859,??? 밀수하다가 잡혀놓고선 왜 찡찡댐,2,,,,,,,,,,
9860,하시팔 나는 왜 전세계에서 여자몸매가 가장 구린나라에 태어난것인가.. B컵이 거유소리듣고 C컵은 폭유소리듣는 애미뒤진나라.. 헬스트레이너 엉덩이가 외국 일반인 엉덩이보다 볼륨없고..,1,1,1,,,,,,,1,
9861,응우옌은 일본에서도 욕쳐먹노ㅋㅋㅋㅋㅋㅋ 그럴짓을 하니 욕쳐먹겠지만,2,1,,,,,,,,,
9862,아니 그래서 느그애미 따먹힌것도 ok냐고 물었잖아?,2,1,,,,,,,,,
9863,덥부심 ㅋㅋㅋ,2,,,,,,,,,,
9864,맞지,2,,,,,,,,,,
9865,점심때 빵하나 더주면 입꾹다물고 나머지 멀쩡한손으로 묵묵허이 열심히 할탠대 왜 그랬냐,2,,,,,,,,,,
9866,멋지노,3,,,,,,,,,,
9867,될놈될,2,,,,,,,,,,
9868,와 씨발 82살에 재혼함? 뭐냐 저거마누라는 몇살임?,2,1,,,,,,,,,
9869,그래서 취임 1년인데 넘었는데 일 안할꺼임??? 그 맨날 센스(?) 터지는 한뚜껑은 뭐한데?? 지 딸뇬 학력 위조한건 수사도 안하고 아직도 지잡대 표창장 부여잡고 있잖아. ㅋㅋㅋㅋㅋ,2,,,,,,,,,,
9870,뚜방뚜방,2,,,,,,,,,,
9871,해석을 제대로 해야,2,,,,,,,,,,
